learner_id,certification_id,module_id,module_name,completion_status,completion_score,completed_on,source_system
L01923,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,77,2026-05-17,LMS
L01924,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,67,2026-05-29,LMS
L01924,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,79,2026-04-16,LMS
L01924,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,66,2026-05-26,LMS
L01925,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,81,2026-03-01,LMS
L01925,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,98,2026-04-22,LMS
L01925,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,78,2026-03-01,LMS
L01926,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,80,2026-03-16,LMS
L01926,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01926,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,81,2026-03-10,LMS
L01927,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,100,2026-05-22,LMS
L01927,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,67,2026-03-24,LMS
L01927,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01928,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01928,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01928,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,87,2026-04-10,LMS
L01929,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,79,2026-02-10,LMS
L01929,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,87,2026-03-11,LMS
L01929,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,95,2026-03-07,LMS
L01930,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,65,2026-03-13,LMS
L01930,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01930,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,99,2026-04-02,LMS
L01931,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01931,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,95,2026-04-19,LMS
L01931,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01932,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,67,2026-04-21,LMS
L01932,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01932,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,79,2026-03-27,LMS
L01933,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,73,2026-03-27,LMS
L01933,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01933,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,81,2026-05-30,LMS
L01934,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,68,2026-05-10,LMS
L01934,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,70,2026-03-15,LMS
L01934,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01935,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01935,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,93,2026-05-23,LMS
L01935,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,97,2026-03-22,LMS
L01936,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01936,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,73,2026-05-26,LMS
L01936,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01937,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,68,2026-05-21,LMS
L01937,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,69,2026-05-26,LMS
L01937,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,94,2026-05-12,LMS
L01938,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,86,2026-03-28,LMS
L01938,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,87,2026-05-27,LMS
L01938,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,81,2026-04-28,LMS
L01939,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,73,2026-04-05,LMS
L01939,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,88,2026-02-21,LMS
L01939,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,87,2026-02-13,LMS
L01940,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,73,2026-05-25,LMS
L01940,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,86,2026-03-14,LMS
L01940,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01941,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,91,2026-04-20,LMS
L01941,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01941,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,90,2026-02-22,LMS
L01942,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,90,2026-05-22,LMS
L01942,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,91,2026-04-27,LMS
L01942,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01943,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,87,2026-03-25,LMS
L01943,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,70,2026-02-08,LMS
L01943,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,76,2026-03-23,LMS
L01944,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01944,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01944,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,88,2026-03-13,LMS
L01945,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01945,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,69,2026-03-08,LMS
L01945,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,87,2026-02-18,LMS
L01946,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01946,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01946,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,98,2026-06-05,LMS
L01947,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,68,2026-04-04,LMS
L01947,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,88,2026-04-22,LMS
L01947,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,71,2026-04-15,LMS
L01948,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,98,2026-06-03,LMS
L01948,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,85,2026-04-07,LMS
L01948,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01949,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,98,2026-04-12,LMS
L01949,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,95,2026-02-07,LMS
L01949,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,92,2026-03-19,LMS
L01950,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,85,2026-04-19,LMS
L01950,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,89,2026-04-12,LMS
L01950,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,92,2026-03-21,LMS
L01951,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01951,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,92,2026-02-09,LMS
L01951,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01952,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,71,2026-05-25,LMS
L01952,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,78,2026-03-14,LMS
L01952,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,78,2026-04-05,LMS
L01953,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01953,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,67,2026-05-12,LMS
L01953,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,92,2026-05-24,LMS
L01954,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,100,2026-03-18,LMS
L01954,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,85,2026-06-06,LMS
L01954,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,77,2026-02-22,LMS
L01955,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01955,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01955,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,69,2026-04-09,LMS
L01956,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,80,2026-02-13,LMS
L01956,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,72,2026-03-13,LMS
L01956,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01957,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,82,2026-04-21,LMS
L01957,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,89,2026-03-22,LMS
L01957,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01958,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,77,2026-02-14,LMS
L01958,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01958,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,97,2026-04-21,LMS
L01959,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,65,2026-03-18,LMS
L01959,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,97,2026-04-16,LMS
L01959,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,87,2026-04-23,LMS
L01960,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,80,2026-05-23,LMS
L01960,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,93,2026-02-11,LMS
L01960,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,76,2026-05-01,LMS
L01961,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,98,2026-04-27,LMS
L01961,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,68,2026-02-09,LMS
L01961,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01962,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,96,2026-05-08,LMS
L01962,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,85,2026-03-27,LMS
L01962,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,99,2026-03-17,LMS
L01963,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,65,2026-03-06,LMS
L01963,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01963,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,93,2026-04-23,LMS
L01964,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,66,2026-05-28,LMS
L01964,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,86,2026-04-04,LMS
L01964,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,95,2026-02-08,LMS
L01965,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,88,2026-02-23,LMS
L01965,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,83,2026-02-23,LMS
L01965,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,77,2026-03-20,LMS
L01966,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,89,2026-06-05,LMS
L01966,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01966,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,68,2026-05-04,LMS
L01967,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,77,2026-04-26,LMS
L01967,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,79,2026-05-10,LMS
L01967,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01968,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,75,2026-04-08,LMS
L01968,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01968,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,99,2026-04-27,LMS
L01969,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,81,2026-05-12,LMS
L01969,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01969,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01970,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,74,2026-04-06,LMS
L01970,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01970,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,87,2026-04-10,LMS
L01971,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,92,2026-06-05,LMS
L01971,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,75,2026-04-14,LMS
L01971,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,83,2026-05-03,LMS
L01972,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,100,2026-04-17,LMS
L01972,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,70,2026-02-12,LMS
L01972,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,66,2026-05-11,LMS
L01973,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,65,2026-03-28,LMS
L01973,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,96,2026-02-28,LMS
L01973,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,85,2026-04-16,LMS
L01974,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01974,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01974,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,81,2026-05-30,LMS
L01975,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,91,2026-03-22,LMS
L01975,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,84,2026-03-10,LMS
L01975,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,93,2026-03-21,LMS
L01976,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,82,2026-05-18,LMS
L01976,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,77,2026-03-31,LMS
L01976,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,96,2026-02-14,LMS
L01977,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,67,2026-02-16,LMS
L01977,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,69,2026-05-09,LMS
L01977,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,87,2026-02-10,LMS
L01978,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01978,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,94,2026-05-30,LMS
L01978,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,81,2026-05-28,LMS
L01979,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,69,2026-03-02,LMS
L01979,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,82,2026-05-26,LMS
L01979,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,67,2026-04-24,LMS
L01980,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,88,2026-02-09,LMS
L01980,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,95,2026-03-14,LMS
L01980,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,67,2026-04-21,LMS
L01981,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,86,2026-04-24,LMS
L01981,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,69,2026-02-19,LMS
L01981,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,72,2026-03-08,LMS
L01982,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,96,2026-04-29,LMS
L01982,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,72,2026-05-16,LMS
L01982,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,94,2026-02-08,LMS
L01983,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01983,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01983,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01984,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,82,2026-04-01,LMS
L01984,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,73,2026-04-25,LMS
L01984,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,65,2026-03-10,LMS
L01985,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,90,2026-03-17,LMS
