learner_id,employee_id,certification_id,canonical_term,lms_claimed_ready,truth_certification_ready,block_reason,risk_level,recommended_action,evaluated_on
L01537,E01537,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L01538,E01538,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L01540,E01540,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L01547,E01547,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L01548,E01548,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L01550,E01550,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L01551,E01551,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L01555,E01555,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L01558,E01558,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L01561,E01561,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L01564,E01564,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L01565,E01565,cert-enterprise-ai-safety,Certification Ready,True,False,Assessment below 80,medium,Block certification release until missing evidence is resolved,2026-06-06
L01571,E01571,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L01575,E01575,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L01576,E01576,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L01582,E01582,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L01586,E01586,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L01590,E01590,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L01592,E01592,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L01593,E01593,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L01594,E01594,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L01595,E01595,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L01596,E01596,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L01597,E01597,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L01598,E01598,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L01600,E01600,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L01601,E01601,cert-enterprise-ai-safety,Certification Ready,True,False,Manager approval missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L01606,E01606,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L01608,E01608,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L01609,E01609,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L01610,E01610,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L01613,E01613,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L01614,E01614,cert-enterprise-ai-safety,Certification Ready,True,False,Assessment below 80,medium,Block certification release until missing evidence is resolved,2026-06-06
L01616,E01616,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L01620,E01620,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L01621,E01621,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L01622,E01622,cert-enterprise-ai-safety,Certification Ready,True,False,Manager approval missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L01631,E01631,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
