learner_id,certification_id,lab_id,lab_name,completion_status,completed_on,source_system
L03229,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-08,LabPlatform
L03230,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-26,LabPlatform
L03230,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-01,LabPlatform
L03231,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-25,LabPlatform
L03231,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-02,LabPlatform
L03232,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03232,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03233,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-26,LabPlatform
L03233,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03234,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-18,LabPlatform
L03234,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-20,LabPlatform
L03235,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-16,LabPlatform
L03235,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-16,LabPlatform
L03236,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-15,LabPlatform
L03236,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03237,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-26,LabPlatform
L03237,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-06,LabPlatform
L03238,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03238,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-15,LabPlatform
L03239,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03239,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03240,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-19,LabPlatform
L03240,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-07,LabPlatform
L03241,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-10,LabPlatform
L03241,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03242,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03242,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-23,LabPlatform
L03243,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-18,LabPlatform
L03243,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-06,LabPlatform
L03244,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-02,LabPlatform
L03244,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03245,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-04,LabPlatform
L03245,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-30,LabPlatform
L03246,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-17,LabPlatform
L03246,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-09,LabPlatform
L03247,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-22,LabPlatform
L03247,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-29,LabPlatform
L03248,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-27,LabPlatform
L03248,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-16,LabPlatform
L03249,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-07,LabPlatform
L03249,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-21,LabPlatform
L03250,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03250,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03251,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-04,LabPlatform
L03251,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-05,LabPlatform
L03252,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-27,LabPlatform
L03252,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03253,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-03,LabPlatform
L03253,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-08,LabPlatform
L03254,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03254,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-01,LabPlatform
L03255,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-24,LabPlatform
L03255,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03256,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-30,LabPlatform
L03256,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-22,LabPlatform
L03257,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-20,LabPlatform
L03257,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-19,LabPlatform
L03258,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03258,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-30,LabPlatform
L03259,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-10,LabPlatform
L03259,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-19,LabPlatform
L03260,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03260,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03261,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-05,LabPlatform
L03261,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-11,LabPlatform
L03262,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03262,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-30,LabPlatform
L03263,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-04-09,LabPlatform
L03263,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,failed,2026-04-27,LabPlatform
L03264,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03264,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03265,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-11,LabPlatform
L03265,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03266,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03266,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03267,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-22,LabPlatform
L03267,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-26,LabPlatform
L03268,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-18,LabPlatform
L03268,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03269,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-28,LabPlatform
L03269,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-30,LabPlatform
L03270,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-20,LabPlatform
L03270,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-25,LabPlatform
L03271,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03271,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03272,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-24,LabPlatform
L03272,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-31,LabPlatform
L03273,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-18,LabPlatform
L03273,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-14,LabPlatform
L03274,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-11,LabPlatform
L03274,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-23,LabPlatform
L03275,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-05,LabPlatform
L03275,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-25,LabPlatform
L03276,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-24,LabPlatform
L03276,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03277,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-20,LabPlatform
L03277,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-18,LabPlatform
L03278,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-16,LabPlatform
L03278,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-12,LabPlatform
L03279,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03279,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03280,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-25,LabPlatform
L03280,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-11,LabPlatform
L03281,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-26,LabPlatform
L03281,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,failed,2026-04-19,LabPlatform
L03282,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03282,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-31,LabPlatform
L03283,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-27,LabPlatform
L03283,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-04,LabPlatform
L03284,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-02,LabPlatform
L03284,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-18,LabPlatform
L03285,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-28,LabPlatform
L03285,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-26,LabPlatform
L03286,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-12,LabPlatform
L03286,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-21,LabPlatform
L03287,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-21,LabPlatform
L03287,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-03,LabPlatform
L03288,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-06,LabPlatform
L03288,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03289,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-16,LabPlatform
L03289,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03290,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-29,LabPlatform
L03290,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,failed,2026-05-04,LabPlatform
L03291,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03291,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03292,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-09,LabPlatform
L03292,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-04,LabPlatform
L03293,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-04,LabPlatform
L03293,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03294,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-28,LabPlatform
L03294,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-22,LabPlatform
L03295,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-23,LabPlatform
L03295,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-16,LabPlatform
L03296,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-21,LabPlatform
L03296,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-08,LabPlatform
L03297,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-21,LabPlatform
L03297,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-05,LabPlatform
L03298,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-05-09,LabPlatform
L03298,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-22,LabPlatform
L03299,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-11,LabPlatform
L03299,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03300,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-13,LabPlatform
L03300,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-26,LabPlatform
L03301,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03301,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-03,LabPlatform
L03302,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-02,LabPlatform
L03302,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03303,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03303,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-15,LabPlatform
L03304,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-16,LabPlatform
L03304,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-08,LabPlatform
L03305,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-29,LabPlatform
L03305,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03306,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-30,LabPlatform
L03306,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03307,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-15,LabPlatform
L03307,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-05,LabPlatform
L03308,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03308,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03309,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03309,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03310,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-23,LabPlatform
L03310,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03311,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-11,LabPlatform
L03311,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-07,LabPlatform
L03312,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03312,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-15,LabPlatform
L03313,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03313,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-11,LabPlatform
L03314,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-14,LabPlatform
L03314,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-05,LabPlatform
L03315,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03315,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03316,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-15,LabPlatform
L03316,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,failed,2026-05-04,LabPlatform
L03317,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-22,LabPlatform
L03317,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03318,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03318,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03319,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03319,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-06,LabPlatform
L03320,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-05,LabPlatform
L03320,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-19,LabPlatform
L03321,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-30,LabPlatform
L03321,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03322,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03322,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-02,LabPlatform
L03323,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-04,LabPlatform
L03323,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-24,LabPlatform
L03324,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-26,LabPlatform
L03324,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-14,LabPlatform
L03325,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-09,LabPlatform
L03325,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L03326,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-24,LabPlatform
L03326,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-19,LabPlatform
L03327,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L03327,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-25,LabPlatform
L03328,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-24,LabPlatform
