customer_id,customer_name,region,segment,annual_recurring_revenue,created_at
C1879,Northstar Synthetic 1879,North America,Enterprise,97000,2023-02-23
C1880,Northstar Synthetic 1880,Europe,Mid-Market,78000,2023-10-26
C1881,Northstar Synthetic 1881,Asia Pacific,Growth,45000,2024-10-25
C1882,Northstar Synthetic 1882,North America,Enterprise,203000,2023-06-29
C1883,Northstar Synthetic 1883,Europe,Mid-Market,87000,2024-09-30
C1884,Northstar Synthetic 1884,Asia Pacific,Growth,36000,2023-04-14
C1885,Northstar Synthetic 1885,North America,Enterprise,180000,2024-02-18
C1886,Northstar Synthetic 1886,Europe,Mid-Market,149000,2023-12-06
C1887,Northstar Synthetic 1887,Asia Pacific,Growth,79000,2023-07-12
C1888,Northstar Synthetic 1888,North America,Enterprise,223000,2024-01-10
C1889,Northstar Synthetic 1889,Europe,Mid-Market,72000,2023-12-22
C1890,Northstar Synthetic 1890,Asia Pacific,Growth,211000,2024-10-01
C1891,Northstar Synthetic 1891,North America,Enterprise,84000,2025-04-11
C1892,Northstar Synthetic 1892,Europe,Mid-Market,219000,2023-08-05
C1893,Northstar Synthetic 1893,Asia Pacific,Growth,212000,2024-06-10
C1894,Northstar Synthetic 1894,North America,Enterprise,93000,2025-04-19
C1895,Northstar Synthetic 1895,Europe,Mid-Market,43000,2024-12-26
C1896,Northstar Synthetic 1896,Asia Pacific,Growth,205000,2025-04-11
C1897,Northstar Synthetic 1897,North America,Enterprise,38000,2023-01-24
C1898,Northstar Synthetic 1898,Europe,Mid-Market,152000,2023-06-05
C1899,Northstar Synthetic 1899,Asia Pacific,Growth,34000,2023-04-10
C1900,Northstar Synthetic 1900,North America,Enterprise,177000,2024-10-13
C1901,Northstar Synthetic 1901,Europe,Mid-Market,116000,2023-04-05
C1902,Northstar Synthetic 1902,Asia Pacific,Growth,89000,2023-04-07
C1903,Northstar Synthetic 1903,North America,Enterprise,229000,2022-11-18
C1904,Northstar Synthetic 1904,Europe,Mid-Market,78000,2023-09-07
C1905,Northstar Synthetic 1905,Asia Pacific,Growth,146000,2022-12-24
C1906,Northstar Synthetic 1906,North America,Enterprise,203000,2023-12-21
C1907,Northstar Synthetic 1907,Europe,Mid-Market,119000,2024-06-17
C1908,Northstar Synthetic 1908,Asia Pacific,Growth,65000,2025-01-11
C1909,Northstar Synthetic 1909,North America,Enterprise,88000,2023-11-17
C1910,Northstar Synthetic 1910,Europe,Mid-Market,195000,2023-08-11
C1911,Northstar Synthetic 1911,Asia Pacific,Growth,108000,2024-02-13
C1912,Northstar Synthetic 1912,North America,Enterprise,136000,2023-04-25
C1913,Northstar Synthetic 1913,Europe,Mid-Market,176000,2024-11-28
C1914,Northstar Synthetic 1914,Asia Pacific,Growth,47000,2023-05-17
C1915,Northstar Synthetic 1915,North America,Enterprise,236000,2023-10-30
C1916,Northstar Synthetic 1916,Europe,Mid-Market,97000,2023-06-02
C1917,Northstar Synthetic 1917,Asia Pacific,Growth,123000,2023-08-29
C1918,Northstar Synthetic 1918,North America,Enterprise,146000,2023-12-23
C1919,Northstar Synthetic 1919,Europe,Mid-Market,124000,2024-05-29
C1920,Northstar Synthetic 1920,Asia Pacific,Growth,195000,2023-03-12
C1921,Northstar Synthetic 1921,North America,Enterprise,91000,2025-03-03
C1922,Northstar Synthetic 1922,Europe,Mid-Market,162000,2025-02-17
C1923,Northstar Synthetic 1923,Asia Pacific,Growth,225000,2025-01-22
C1924,Northstar Synthetic 1924,North America,Enterprise,144000,2022-11-13
C1925,Northstar Synthetic 1925,Europe,Mid-Market,101000,2022-12-04
C1926,Northstar Synthetic 1926,Asia Pacific,Growth,122000,2024-07-03
C1927,Northstar Synthetic 1927,North America,Enterprise,37000,2024-08-24
C1928,Northstar Synthetic 1928,Europe,Mid-Market,75000,2025-03-29
C1929,Northstar Synthetic 1929,Asia Pacific,Growth,27000,2023-03-02
C1930,Northstar Synthetic 1930,North America,Enterprise,184000,2024-01-09
C1931,Northstar Synthetic 1931,Europe,Mid-Market,215000,2023-08-13
C1932,Northstar Synthetic 1932,Asia Pacific,Growth,161000,2024-07-10
C1933,Northstar Synthetic 1933,North America,Enterprise,52000,2024-11-06
C1934,Northstar Synthetic 1934,Europe,Mid-Market,220000,2024-11-25
C1935,Northstar Synthetic 1935,Asia Pacific,Growth,81000,2023-04-11
C1936,Northstar Synthetic 1936,North America,Enterprise,133000,2024-11-14
C1937,Northstar Synthetic 1937,Europe,Mid-Market,139000,2023-06-13
C1938,Northstar Synthetic 1938,Asia Pacific,Growth,107000,2023-12-31
C1939,Northstar Synthetic 1939,North America,Enterprise,90000,2024-06-22
C1940,Northstar Synthetic 1940,Europe,Mid-Market,102000,2023-09-21
C1941,Northstar Synthetic 1941,Asia Pacific,Growth,224000,2023-04-24
C1942,Northstar Synthetic 1942,North America,Enterprise,217000,2023-11-16
C1943,Northstar Synthetic 1943,Europe,Mid-Market,36000,2023-07-01
C1944,Northstar Synthetic 1944,Asia Pacific,Growth,225000,2024-08-25
C1945,Northstar Synthetic 1945,North America,Enterprise,160000,2024-06-21
C1946,Northstar Synthetic 1946,Europe,Mid-Market,188000,2024-12-23
C1947,Northstar Synthetic 1947,Asia Pacific,Growth,62000,2023-08-17
C1948,Northstar Synthetic 1948,North America,Enterprise,187000,2023-08-06
C1949,Northstar Synthetic 1949,Europe,Mid-Market,148000,2023-04-02
C1950,Northstar Synthetic 1950,Asia Pacific,Growth,24000,2025-03-05
C1951,Northstar Synthetic 1951,North America,Enterprise,182000,2023-06-17
C1952,Northstar Synthetic 1952,Europe,Mid-Market,66000,2024-08-20
C1953,Northstar Synthetic 1953,Asia Pacific,Growth,71000,2025-01-18
C1954,Northstar Synthetic 1954,North America,Enterprise,57000,2024-04-06
C1955,Northstar Synthetic 1955,Europe,Mid-Market,211000,2024-09-06
C1956,Northstar Synthetic 1956,Asia Pacific,Growth,222000,2022-11-30
C1957,Northstar Synthetic 1957,North America,Enterprise,101000,2024-11-17
C1958,Northstar Synthetic 1958,Europe,Mid-Market,65000,2024-08-22
C1959,Northstar Synthetic 1959,Asia Pacific,Growth,142000,2023-11-24
C1960,Northstar Synthetic 1960,North America,Enterprise,235000,2023-05-04
C1961,Northstar Synthetic 1961,Europe,Mid-Market,35000,2025-01-26
C1962,Northstar Synthetic 1962,Asia Pacific,Growth,208000,2024-04-05
C1963,Northstar Synthetic 1963,North America,Enterprise,85000,2024-09-11
C1964,Northstar Synthetic 1964,Europe,Mid-Market,29000,2024-11-24
C1965,Northstar Synthetic 1965,Asia Pacific,Growth,213000,2023-03-07
C1966,Northstar Synthetic 1966,North America,Enterprise,83000,2025-01-27
C1967,Northstar Synthetic 1967,Europe,Mid-Market,232000,2024-11-02
C1968,Northstar Synthetic 1968,Asia Pacific,Growth,169000,2024-04-04
C1969,Northstar Synthetic 1969,North America,Enterprise,53000,2025-04-17
C1970,Northstar Synthetic 1970,Europe,Mid-Market,120000,2024-03-01
C1971,Northstar Synthetic 1971,Asia Pacific,Growth,32000,2025-02-14
C1972,Northstar Synthetic 1972,North America,Enterprise,76000,2025-01-21
C1973,Northstar Synthetic 1973,Europe,Mid-Market,70000,2024-09-14
C1974,Northstar Synthetic 1974,Asia Pacific,Growth,220000,2023-02-21
C1975,Northstar Synthetic 1975,North America,Enterprise,40000,2024-06-30
C1976,Northstar Synthetic 1976,Europe,Mid-Market,34000,2023-11-07
C1977,Northstar Synthetic 1977,Asia Pacific,Growth,126000,2022-12-14
C1978,Northstar Synthetic 1978,North America,Enterprise,35000,2024-02-14
C1979,Northstar Synthetic 1979,Europe,Mid-Market,107000,2024-11-27
C1980,Northstar Synthetic 1980,Asia Pacific,Growth,206000,2024-08-31
C1981,Northstar Synthetic 1981,North America,Enterprise,133000,2024-08-23
C1982,Northstar Synthetic 1982,Europe,Mid-Market,88000,2024-05-18
C1983,Northstar Synthetic 1983,Asia Pacific,Growth,163000,2023-07-19
C1984,Northstar Synthetic 1984,North America,Enterprise,158000,2024-12-27
C1985,Northstar Synthetic 1985,Europe,Mid-Market,144000,2024-02-05
C1986,Northstar Synthetic 1986,Asia Pacific,Growth,153000,2023-10-09
C1987,Northstar Synthetic 1987,North America,Enterprise,152000,2024-11-04
C1988,Northstar Synthetic 1988,Europe,Mid-Market,73000,2024-05-17
C1989,Northstar Synthetic 1989,Asia Pacific,Growth,237000,2024-01-06
C1990,Northstar Synthetic 1990,North America,Enterprise,116000,2024-02-25
C1991,Northstar Synthetic 1991,Europe,Mid-Market,54000,2023-11-01
C1992,Northstar Synthetic 1992,Asia Pacific,Growth,75000,2024-03-14
C1993,Northstar Synthetic 1993,North America,Enterprise,162000,2023-04-16
C1994,Northstar Synthetic 1994,Europe,Mid-Market,149000,2025-04-14
C1995,Northstar Synthetic 1995,Asia Pacific,Growth,202000,2023-10-08
C1996,Northstar Synthetic 1996,North America,Enterprise,219000,2024-05-31
C1997,Northstar Synthetic 1997,Europe,Mid-Market,54000,2023-02-02
C1998,Northstar Synthetic 1998,Asia Pacific,Growth,124000,2023-06-23
C1999,Northstar Synthetic 1999,North America,Enterprise,76000,2023-10-07
C2000,Northstar Synthetic 2000,Europe,Mid-Market,235000,2024-08-24
